0 correct,1 correct,2 correct
932,67,1
937,63,0
856,129,15
582,314,104
214,340,446
60,221,719
25,162,813
11,151,838
19,166,815
13,145,842
22,124,854
18,146,836
11,147,842
12,116,872
11,149,840
16,147,837
17,131,852
