0 correct,1 correct,2 correct
936,62,2
921,79,0
907,89,4
757,217,26
487,395,118
270,509,221
186,491,323
152,523,325
127,549,324
135,528,337
126,531,343
131,522,347
122,533,345
137,547,316
133,543,324
141,534,325
129,549,322
