0 correct,1 correct,2 correct
933,67,0
927,73,0
857,139,4
660,319,21
514,417,69
423,478,99
416,479,105
396,500,104
377,473,150
388,475,137
388,483,129
367,493,140
410,443,147
410,456,134
378,479,143
393,472,135
406,474,120
