0 correct,1 correct,2 correct
930,70,0
932,66,2
882,107,11
669,168,163
271,85,644
88,15,897
41,2,957
25,6,969
24,4,972
27,2,971
25,5,970
31,4,965
31,0,969
24,2,974
24,1,975
14,2,984
23,1,976
