4.6691,3.955,4.6761,4.1848,3.3757,3.0118,3.1477,2.8715
4.351,3.9301,3.5653,3.3129,3.1583,3.002,2.8711,2.8468
4.3568,3.9719,3.7304,3.3515,3.3054,3.1621,2.9951,2.9896
5.1041,4.663,3.5806,3.4065,3.2066,3.4733,3.7047,3.7608
4.3207,3.7439,3.7009,3.3474,3.2535,3.1873,3.0421,3.5753
